pergunta;resposta
Em que cidade a Universidade de Harvard está localizada?;Cambridge
A Universidade de Harvard é membro de qual associação prestigiada?;Ivy League
Quem foi o primeiro benfeitor da Universidade de Harvard?;John Harvard
Quantos bilionários são ex-alunos da Universidade de Harvard, segundo o documento?;Sessenta e dois
Quem foi a primeira mulher a liderar a Universidade de Harvard como reitora?;Drew Gilpin Faust
Qual é o tamanho aproximado do campus principal da Universidade de Harvard em hectares?;85
Quantos presidentes dos Estados Unidos formaram-se na Universidade de Harvard?;Oito
Qual é a posição do orçamento da Universidade de Harvard entre as instituições acadêmicas globais, em setembro de 2012?;Maior que o de qualquer outra instituição acadêmica do mundo
Quantos ganhadores do Prêmio Nobel foram filiados à Universidade de Harvard como estudantes, professores ou funcionários?;Cerca de 150
Em que associação a Universidade de Harvard foi membro fundador em 1900?;Associação de Universidades Americanas
