pergunta;resposta
De onde se originou a Peste Negra?;da Ásia Central ou da Ásia Oriental.
Qual foi o principal vetor de transmissão da Peste Negra?;pulgas e ratos.
Quando teve início a epidemia na Europa?;no final do século XIV, entre 1347 e 1351.
Qual foi a taxa de mortalidade estimada por causa da Peste Negra?;30% a 60% da população europeia.
De onde vieram as pulgas que spreads the plague?;do Extremo Oriente, específicamente da China.
Qual foi o principal impacto social da Peste Negra?;a queda da população e a desorganização das comunidades.
Que forma de morte é associada à Peste Negra?;bubônica, que causava gangrenas e mortes rapidamente.
Quanto tempo durou a epidemia no século XIV?;até o início do século XV.
Qual foi a principal fonte de recuperação da população após a Peste Negra?;a redução da mortalidade e o aumento da natalidade.
Em qual período histórico a população mundial finalmente se recuperou?;no século XVII.
