pergunta;resposta
Qual é a capital da Polônia?;Varsóvia
Qual é a população estimada de Varsóvia?;Aproximadamente 1,7 milhão de habitantes
Em que ano ocorreu a Revolta de Varsóvia?;1944
Qual evento marcou a reconstrução de Varsóvia após a Segunda Guerra Mundial?;A reconstrução da cidade após os bombardeios nazistas
Qual é um dos principais monumentos históricos de Varsóvia?;O Palácio Real
Qual estilo arquitetônico caracteriza o Palácio de Cultura e Ciências em Varsóvia?;Arquitetura estalinista
Qual rio passa por Varsóvia?;Vistula
Qual sistema de transporte subterrâneo é encontrado em Varsóvia?;Metrô
Qual distrito de Varsóvia é considerado o centro da cidade?;Śródmieście
Qual evento internacional foi nomeado em homenagem a Varsóvia?;Pacto de Varsóvia
