pergunta;resposta
Quem cunhou o termo sistema imunitário?;Ilya Ilyich Mechnikov
Em que ano foi cunhado o termo sistema imunitário?;1882
Qual é a função principal do sistema imunitário?;Proteger o organismo contra doenças
Quais organismos possuem um sistema imunitário rudimentar?;Unicelulares
Qual processo permite que os vertebrados se adaptem para reconhecer agentes patogénicos específicos ao longo do tempo?;Imunidade adquirida
Qual termo descreve a condição quando o sistema imunitário é hiperactivo e ataca tecido normal como se fosse um agente externo?;Autoimunidade
Qual tipo de células está presente na fagocitose?;Macrófago
O que é a imunodeficiência?;Situação em que a atividade do sistema imunitário é inferior ao normal, levando a infecções recorrentes e risco de vida.
Qual célula contribui para as reações alérgicas alimentares?;Mastócito
Quem é considerado o pai da imunologia?;Ilya Ilyich Mechnikov
