pergunta;resposta
Qual é o símbolo químico do oxigênio?;O
Qual é o número atômico do oxigênio?;8
Qual a porcentagem do oxigênio na atmosfera terrestre?;Aproximadamente 21%
Qual é o papel do oxigênio na respiração celular?;Aceita elétrons na cadeia de transporte de elétrons, produzindo ATP
Qual é o estado de oxidação mais comum do oxigênio?;-2
Em que forma o oxigênio é principalmente encontrado na crosta terrestre?;Silicatos (como em minerais)
Qual é a cor do gás oxigênio nas condições normais de temperatura e pressão?;Incolor
Qual é a função do oxigênio no processo de combustão?;Atua como agente oxidante
Qual é o nome do elemento com o símbolo O?;Oxigênio
Qual gás é essencial para a sobrevivência da maioria dos organismos aeróbicos?;Oxigênio
