pergunta;resposta
Quando foi fundado o Intergovernmental Panel on Climate Change (IPCC)?;1988
Qual é a principal função do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas que hoje afetam o mundo, especificamente, o aquecimento global
O IPCC produziu quantos relatórios até 2014?;Cinco grandes relatórios
Qual é a instituição mãe do IPCC?;O Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Quem recebeu o Prêmio Nobel da Paz em 2007 por causa do trabalho do IPCC?;O IPCC
Que tipo de organização é o IPCC?;Um painel
Qual é a sede oficial do IPCC?;Geneva, Suíça
Quais são as instituições mãe do IPCC?;PNUMA e OMM
Em que ano foi publicado o último relatório do IPCC?;2014
Qual é o papel do IPCC na formulação de políticas climáticas mundiais e nacionais?;A principal base para o estabelecimento de políticas climáticas mundiais e nacionais
