pergunta;resposta
Qual o nome comum dado aos ctenóforos?;geleias de pente
O que é o principal método de locomoção dos ctenóforos?;pentes formados por grupos de cílios
Em termos gerais, onde os ctenóforos são encontrados?;em águas marinhas
Qual é a característica distintiva que define os ctenóforos?;a presença de 'pentes' formados por cílios
Qual a faixa de tamanho que os ctenóforos podem atingir?;de cerca de 1 mm a 1,5 m de comprimento
Qual é o mecanismo primário de alimentação e respiração dos ctenóforos?;fluxo de água através da cavidade do corpo
Em que período de tempo fóssil os ctenóforos são conhecidos?;desde o Cambriano
O que os ctenóforos representam em termos de evolução?;uma convergência evolutiva com as medusas
Qual é a origem do termo 'ctenophora'?;do grego 'kteis' (pente) e 'phero' (portador)
Quais são as características que distinguem os ctenóforos das medusas?;a presença de 'pentes' formados por cílios
