pergunta;resposta
Qual é a cidade mais populosa do estado da Flórida?;Jacksonville
Em que ano Jacksonville foi fundada?;1791
Qual é a principal característica geográfica de Jacksonville?;Rio St. Johns
Qual foi o nome original do assentamento britânico no local de Jacksonville?;Wacca Pilatka
Qual presidente dos Estados Unidos foi o nome da cidade?;Andrew Jackson
Em que ano foi realizado o Super Bowl XXXIX em Jacksonville?;2005
Qual é a principal indústria econômica de Jacksonville?;Porto de Jacksonville
Quantas pessoas residem em Jacksonville, de acordo com o censo de 2020?;950 mil
Qual a localização geográfica de Jacksonville em relação à Geórgia?;A cerca de 40 quilômetros ao sul da linha de estado da Geórgia
Que tipo de localização geográfica é Jacksonville?;Thing
