pergunta;resposta
Quantos países abrangem a Amazônia?;Nove
Qual é a extensão total da Bacia Amazônica em quilômetros quadrados?;7 milhões
Quantos quilômetros quadrados são cobertos pela floresta tropical?;5 milhões e meio
Qual é o nome nativo da Amazônia?;Selva amazónica
Quais são os nomes alternativos da Amazônia?;Floresta Amazônica, Selva Amazônica, Floresta Equatorial da Amazônia, Floresta Pluvial ou Hileia Amazônica
Qual é a classificação do bioma Amazônia no Brasil?;Um dos seis grandes biomas brasileiros
Quais são alguns nomes de imagens representativas da Amazônia?;Walking tree.jpg, Parc amazonien de Guyane, une balade à Saül.jpg, Terra Indígena Porquinhos, Maranhão .jpg
Quais pessoas morreram na Amazônia segundo o contexto?;Guillermo Cervantes e Maria Koepcke
Qual é o status da Amazônia em relação ao Patrimônio da Humanidade?;Patrimônio da Humanidade, pela UNESCO, em 2000
Qual é o nome da área delimitada no Brasil para a Amazônia?;Amazônia Legal
