pergunta;resposta
Qual foi o nome do primeiro imperador da China Qin?;Qin Shi Huangdi
Em qual século a história do imperialismo na África começou?;19º século
Quem foi considerado o pai do imperialismo no Brasil?;Carlos Gomes
Em que ano a Inglaterra firmou acordos de exploração com as tribos africanas e colonizadas na África Ocidental?;1820
Qual foi o principal motivo da invasão imperialista da Índia por parte dos britânicos no final do século XIX?;Questão econômica e de mercado
Em qual país a primeira embaixada real foi enviada para iniciar processos de colonização pelo imperialismo português?;Indonésia
O que levou à expansão do colonialismo europeu na África no século XIX?;Descobertas geográficas e novas tecnologias de transporte
Quem foi o principal responsável pela exploração e colonização da América Latina pelos espanhóis?;Francisco Pizarro
O que levou a Inglaterra para iniciar sua expansão imperial na África Ocidental no final do século XIX?;Várias pequenas colônias já existentes e o crescimento da demanda de recursos naturais
Em que ano os franceses deram início ao processo de colonização na África Ocidental?;1830
