pergunta;resposta
Qual empresa possui serviços relacionados à construção na Rússia?;PCL Construction
Quem é o parceiro da Hyundai Heavy Industries no setor de engenharia e construção?;Samsung Engineering
Qual empresa oferece serviços de infraestrutura de transporte na Federação da Bósnia e Herzegovina?;Railways of the Federation of Bosnia and Herzegovina
Quais são as principais atividades do Grupo Sumitomo relacionadas à construção?;Sumitomo Corporation, Sumitomo Mitsui Construction
Qual empresa atua na indústria de engenharia e construção na Coreia do Sul?;Ssangyong Engineering and Construction
Quem oferece produtos relacionados à construção através da Web em Hong Kong?;The Blue Book Network
Qual empresa possui interesses na indústria de construção no Japão?;Sumitomo Corporation, Sumitomo Mitsui Construction (ambos mencionados)
Quem fornece serviços de engenharia e gerenciamento de projetos em todo o mundo?;URS Corporation
Qual empresa é conhecida por seu envolvimento na indústria de construção na Índia?;Técnicas Reunidas
Quem fornece serviços de design e gestão para projetos complexos em Dubai?;Tutor Perini (também atuando globalmente)
