pergunta;resposta
Qual tipo de universidade a Universidade de Chicago é considerada?;Uma universidade de pesquisa.
Em que ano foi fundada a Universidade de Chicago?;1890.
Quantas escolas profissionais a Universidade de Chicago possui?;Sete.
Qual é o número total de estudantes na Universidade de Chicago?;5.000 estudantes.
Qual foi o impacto da Universidade de Chicago em disciplinas acadêmicas?;Ela desempenhou um papel importante em várias disciplinas, incluindo física e ciências sociais.
Onde ocorreu a primeira reação nuclear auto-sustentável do homem?;No campo de Stagg da Universidade de Chicago.
Qual é o nome da maior imprensa universitária dos EUA?;University of Chicago Press.
Quantas divisões de pesquisa acadêmica a Universidade de Chicago possui?;Quatro.
Que tipo de contribuição científica a Universidade de Chicago teve?;Desenvolveu a primeira reação nuclear auto-sustentável do homem.
Quantos estudantes se alistaram na Universidade de Chicago?;5.000 estudantes.
