pergunta;resposta
Qual é o nome do ator que interpretou Frodo Baggins em Lord of the Rings?;Sean Astin
Em qual ano foi lançado o primeiro filme da trilogia 'The Lord of the Rings'?;2001
O que é conhecido como a cidade mais alta do mundo, em termos de altitude acima do nível do mar?;La Rinconada, Peru
Qual foi o ano da criação da Amazon.com?;1994
Em qual língua a Força é frequentemente referenciada em 'The Lord of the Rings'?;Inglês (em referência à palavra 'Might')
Qual é o nome da montanha gigante que divide Mordor e Gondor na série de livros e filmes 'The Lord of the Rings'?;Monte Caradmoth
Em qual ano a Amazon.com passou a ser uma empresa independente, deixando o controle da Amazon.com Inc.?;1997
Qual é o nome do mago que desempenha um papel crucial na jornada de Frodo em 'The Lord of the Rings'?;Gandalf
Em qual ano a empresa Amazon.com, Inc. foi fundada?;1994
Qual é o nome da montanha que Frodo e Sam descem para encontrar os Anéis de Poder na série 'The Lord of the Rings'?;Montanha dos Anéis
