pergunta;resposta
qual é a área geográfica total do Amazoniano?;7.89 milhões de quilômetros quadrados
qual é o nome da floresta que occupa 50% do território?;Guaiás
qual foi o nome da Floresta Equatorial?;Floresta Amazônica
qual é a porcentagem de quadrasectas na Amazonia?;60%
qual foi a maioria das florestas tropicais da Amazônia?;60%
qual é o nome do bairro que occupa mais de 75% do território?;Norte
qual é a porcentagem de quadrasectas na Amazonia e Central?;60%
qual é o nome da Floresta Amazônica?;Amazon rainforest
qual foi o nome da Floresta do Noroeste?;Norte
qual é a porcentagem de quadrasectas na Amazonia Occupa mais de 75%?;Guaiás
