pergunta;resposta
Qual é o principal objetivo do islamismo político?;Implementar a lei islâmica (sharia) em todos os aspectos da vida governamental e social.
Onde surgiu o movimento do islamismo político?;No Oriente Médio.
Quem é considerado um dos principais teóricos do islamismo político?;Sayyid Qutb.
Qual país foi o primeiro a adotar oficialmente os princípios do islamismo político em sua constituição?;Irã.
O islamismo político defende a separação entre religião e estado?;Não.
Qual é uma das principais razões que levaram ao crescimento do islamismo político no final do século XX?;A insatisfação com os regimes autoritários e a corrupção na região muçulmana.
Como o islamismo político vê a influência ocidental?;Vê como uma ameaça à identidade cultural e religiosa islâmica.
Qual é um dos partidos políticos mais conhecidos que apoia o islamismo político na Turquia?;Partido da Justiça e Desenvolvimento (AKP).
O islamismo político prega a luta armada como meio para alcançar seus objetivos?;Alguns grupos sim, outros preferem meios pacíficos.
Quem foi o fundador do Movimento dos Irmãos Muçulmanos, uma das organizações mais influentes do islamismo político?;Hassan al-Banna.
