pergunta;resposta
Qual é a capital do voivodia de Varsóvia (1919–1939)?;Warsaw
Onde fica localizada a Universidade de Varsóvia?;Warsaw
Quem nasceu em Varsóvia?;"Michał Kucharczyk; Zbigniew Brzezinski; Yehudit Hendel; Mike Chlasciak; Przemysław Bobak; Stefan Ołdak; Władysław Wankie; Tadeusz Piotrowski (sailor); Stanisław Fołtyn; Teresa Iżewska; Nahum Nir; Natalia Przybysz; Xawery Dunikowski; Zbigniew Messner; Zdzisław Peszkowski"
Onde se localiza o Museu da Coleção João Paulo II?;Warsaw
Qual é o fuso horário de Varsóvia?;+2
Quais são as médias de temperatura em Varsóvia?;"14,8°C (maio); -1,6°C (abril - mínima registrada); 4°C (abril - mínima); 2,7°C (dezembro - máxima)"
Onde fica localizada a Catedral de São João, em Varsóvia?;Warsaw
Quem morreu em Varsóvia?;"Stanisław Bułak-Bałachowicz; Tadeusz Breyer; Zbigniew Burzyński; Władysław Jan Grabski; Rachel Zilberberg; Tekla Trapszo; Xawery Dunikowski; Zbigniew Messner; Zdzisław Peszkowski"
Onde fica localizada a Estação Ferroviária de Varsóvia Rembertów?;Warsaw
Quais são as paisagens que retratam Varsóvia?;"Filtry Warszawskie przy ul. Koszykowej 81 w Warszawie, Hala Filtrów Powolnych; Old Town in Warsaw map; Staroświecki Sklep Wedla Szpitalna 8 Warszawa"
