pergunta;resposta
Qual é o principal índice utilizado para medir a desigualdade econômica?;Coeficiente de Gini
Quem é um dos principais estudiosos da desigualdade econômica mencionados no contexto?;Branko Milanović
Qual modelo de página wiki é usado para Economic inequality?;Template:Wealth
O que a globalização fez em relação à desigualdade econômica entre países?;Reduziu a desigualdade global
Qual livro tratou de assunto não ficcional sobre desigualdade econômica?;Capital in the Twenty-First Century
Qual é um dos fatores que dificultam o crescimento econômico, conforme pesquisas?;Aumento da desigualdade econômica
Qual organização foca em igualdade econômica?;Nathan Cummings Foundation
Qual imagem representativa está associada a Economic inequality?;Tenting in Los Angeles Skid Row.jpg
Qual categoria do WikiCategoria inclui Economic inequality?;Category:Economic globalization
Qual tipo de desigualdade econômica é medida pelo Índice de Desenvolvimento Humano Ajustado pela Desigualdade?;Desigualdade de renda e riqueza
