pergunta;resposta
Qual evento desencadeou a crise petrolífera de 1973?;Um embargo petrolífero proclamado pelos membros da Organização dos Países Exportadores de Petróleo (OPAEP).
Quem foi o principal alvo do embargo petrolífero de 1973?;Nações que apoiavam Israel durante a Guerra do Yom Kippur.
Qual foi o preço inicial do petróleo antes do embargo de 1973?;US$ 3 por barril.
Qual foi o preço do petróleo no final do embargo, em março de 1974?;US$ 12 por barril.
Qual foi o impacto inicial do embargo na economia dos Estados Unidos?;O preço do petróleo subiu ainda mais, afetando a economia americana.
Qual organização foi responsável por impor o embargo petrolífero?;A Organização dos Países Exportadores de Petróleo (OPAEP).
Além dos EUA, quais outros países foram inicialmente alvo do embargo de 1973?;Canadá, Japão, Holanda e Reino Unido.
Qual foi o principal fator que contribuiu para a decisão da OPAEP de impor o embargo?;O apoio das nações alvo ao Israel durante a Guerra do Yom Kippur.
Qual foi o nome dado ao primeiro choque do petróleo?;O 'primeiro choque do petróleo'.
Em que ano ocorreu o embargo petrolífero que desencadeou a crise de 1973?;1973.
