pergunta;resposta
Qual time é frequentemente jogado no campus?;O time de futebol.
Quais as regras que são seguidas durante os convites da Escola?;As regras incluem o uso de uniformes e a punctualidade.
Qual é o time de bebes da escola?;O Time dos Cores Verdes.
Quem é o diretor da Escola?;Prof. Luiz.
Qual é a principal responsabilidade do coordenação da escola?;Manter a ordem e organizar eventos.
Quais são as promoções realizadas pela Escola para os alunos?;Ofertas de estagios, concursos e talleres gratuitos.
O site oficial da escola foca em qual aspecto principal?;Informações sobre os eventos e os cursos.
Na Escola, quais são as alternativas para os alunos participarem das aulas online?;Acesso via computador ou tablette.
Qual é o objetivo principal da estilização nas aulas da Escola?;Reversar o uso de uniformes e manter um ambiente limpo.
Quais os requisitos básicos para se matricular na Escola?;Idade mínima, documento de residência e notas sufficiently boas.
