pergunta;resposta
Quando a próxima eleição do Parlamento escocês está prevista?;07 de maio
Qual é a estrutura visual do Parlamento escocês mencionada no dado?;Scottish-parliament.svg
Quais são os principais setores de responsabilidade do Parlamento escocês?;Economia, Educação, Igualdade de Oportunidades, Relações Externas, Finanças, Gestão Local e Ambiente
Qual é a função do Presidente do Parlamento escocês?;Lidar com a organização e gestão do trabalho parlamentar
Onde o Parlamento escocês realiza suas sessões?;No Scottish Parliament Building, em Edimburgo
Qual é o sistema de votação utilizado no Parlamento escocês?;Sistema de membros adicionais (Additional Member System)
Quais são os nomes dos líderes do Parlamento escocês mencionados no dado?;Alison Johnstone e George Adam
Qual é o período legislativo atual do Parlamento escocês?;6º Parlamento escocês
Qual é a relação do Parlamento escocês com o Parlamento do Reino Unido?;O Parlamento escocês tem poderes limitados, com alguns poderes reservados ao Parlamento do Reino Unido
Qual é a principal competência do Parlamento escocês segundo o dado?;Legislação em matérias específicas, como educação, cultura e economia, sem interferência de Westminster
