pergunta;resposta
"O que é a ""Bangladesh Air Force""?";"A ""Bangladesh Air Force"" é um tipo de Força, conforme indicado pela relação de hipernímio com ""Force""."
"A ""Royal Canadian Air Force"" é uma subclasse de ""Force""?";"Sim, a ""Royal Canadian Air Force"" é uma subclasse de ""Force"", como mostrado pela relação de hipernímio."
"Como a ""Paramilitary"" está relacionada à ""Force""?";"A ""Paramilitary"" é um tipo de ""Force"", estabelecido pela relação de hipernímio entre os termos."
"O que a ""Special Team Six"" tem em comum com ""Force""?";"A ""Special Team Six"" é uma subclasse de ""Force"", conforme indicado pela relação de hipernímio."
"A ""Tajik Internal Troops"" é considerada uma ""Force""?";"Sim, a ""Tajik Internal Troops"" é classificada como uma ""Force"", comprovado pela relação de hipernímio."
"Qual a relação entre ""Pound-force"" e ""Force""?";"Pound-force"" é uma unidade relacionada à ""Force"", conforme especificado na propriedade ns2:otherunits."
"A ""Sûreté du Québec"" é um tipo de ""Force""?";"Sim, a ""Sûreté du Québec"" é uma subclasse de ""Force"", como indicado pela relação de hipernímio."
"O que define a ""Royal Irish Constabulary"" como um tipo de ""Force""?";"A ""Royal Irish Constabulary"" é um tipo de ""Force"", conforme estabelecido pela relação de hipernímio com ""Force""."
"A ""Vietnam People's Air Force"" pertence à categoria de ""Force""?";"Sim, a ""Vietnam People's Air Force"" é uma subclasse de ""Force"", comprovado pela relação de hipernímio."
"Como ""Task Force 37"" se relaciona com ""Force""?";"Task Force 37"" é uma subclasse de ""Force"", conforme indicado pela relação de hipernímio."
