pergunta;resposta
Qual é o fuso horário de Varsóvia?;+2
Qual é o nome da universidade localizada em Varsóvia?;Universidade de Varsóvia
Em qual voivodeship Varsóvia é a capital?;Warsaw Voivodeship
Qual é a temperatura média de maio em Varsóvia?;14,8 °C
Qual é o nome do instituto com sede em Varsóvia que investiga o Holocausto?;Pilecki Institute
Qual é a subdivisão administrativa de Varsóvia?;City county
Qual é o nome da ponte localizada em Varsóvia mencionada nos dados?;Śląsko-Dąbrowski Bridge
Qual é o nome da estação de trem localizada em Varsóvia?;Warszawa Rembertów railway station
Qual é o nome do palácio localizado em Varsóvia mencionado nos dados?;Sugar Palace
Qual é a temperatura média do mês de abril em Varsóvia?;4 °C
