pergunta;resposta
Quantos Huguenotes deixaram a França após a revogação do Édito de Nantes?;cerca de 300 000
Em que ano ocorreu a revogação do Édito de Nantes?;1685
Qual era a religião predominante entre os Huguenotes?;calvinismo
Quais regiões da França tinham Huguenotes predominantemente luteranos?;Alsace, Moselle e Montbéliard
O que o Édito de Nantes concedeu aos Huguenotes?;uma autonomia religiosa, política e militar substancial
Sob a perseguição de qual rei muitos Huguenotes deixaram a França?;Louis XIV
Qual é a relação entre Camisards e Huguenotes?;Camisards é um termo usado para designar um grupo de Huguenotes
Quem é o grupo relacionado aos Huguenotes segundo os fatos?;Scotch-Irish Americans
Qual a proporção da população francesa que eram Huguenotes no auge?;cerca de um oitavo do número
Qual tratado pôs fim às Guerras da Religião?;o do Édito de Nantes
