pergunta;resposta
Quais são os animais marinhos conhecidos como carambolas-do-mar ou águas-vivas-de-pente?;Ctenophora
Qual é a origem do nome científico Ctenophora?;Do grego κτείς (kteis) 'pente' e φέρω (pherō) 'portador
Onde são encontrados naturalmente os ctenóforos?;Nas águas oceânicas e estuarinas de todo o mundo
Quais são as principais características dos ctenóforos em termos de mobilidade?;Usam grupos de cílios em pentes para nadar, sendo os maiores animais não coloniais conhecidos que se locomovem utilizando cílios
Qual é o tamanho dos adultos dos ctenóforos?;De cerca de 1 mm a 1,5 m de comprimento
Os ctenóforos são semelhantes às medusas em termos morfológicos. Como essa similaridade é explicada?;Representa mais uma convergência evolutiva do que um relacionamento filogenético próximo com os Cnidaria
Qual grupo está presente no registro fóssil desde o Cambriano?;Os ctenóforos (Ctenophora)
O que caracteriza os ctenóforos em termos de alimentação e habitat?;São maioritariamente planctónicos, alguns bentónicos e bioluminescentes
Qual é a espécie tipo do filo Ctenophora?;Mnemiopsis leidyi
Quais são as classes principais de ctenóforos mencionadas no texto?;*Tentaculata, *Nuda e *Scleroctenophora
