pergunta;resposta
Quem cunhou o termo 'sistema imunitário' em 1882?;Ilya Ilyich Mechnikov
Qual célula faz parte do sistema imunitário e está associada a reações alérgicas?;Basófilo
Qual a base da vacinação segundo o texto?;Imunidade adquirida
Qual doença é causada por uma imunodeficiência adquirida?;VIH/SIDA
Qual mecanismo imunológico básico está presente em organismos eucariotas modernos?;Fagocitose
Qual modelo de página wiki é utilizado pela página do sistema imunitário?;Template:Immune system
Qual célula do sistema imunitário é associada à destruição de células cancerosas?;Macrófago
Qual a diferença entre imunidade adquirida e inata segundo o texto?;A imunidade adquirida desenvolve memória imunológica após exposição a agentes específicos.
Qual imagem representativa está associada ao sistema imunitário no contexto?;SEM blood cells.jpg
Qual célula do sistema imunitário é responsável por atacar tecidos normais em doenças autoimunes?;Linfócito
