pergunta;resposta
Quem é creditado por cunhar o nome moderno para a comutação de pacotes?;Donald Davies
Como a comutação de pacotes diferiu da comutação de circuitos?;A comutação de pacotes contrasta com o paradigma rival, a comutação de circuitos, que estabelece uma ligação virtual entre os nós para seu uso dedicado durante a transmissão
O que Donald Davies inspirou?;Inspirar várias redes de comutação de pacotes na Europa
A comutação de pacotes é utilizada para quê?;Optimizar o uso da largura de banda da rede, minimizar a latência e aumentar a robustez da comunicação.
Como a comutação de pacotes funciona sem ligação?;Os pacotes são encaminhados independentemente, oferecendo flexibilidade e robustez superiores
Qual é a vantagem da comutação de pacotes em relação à comutação de circuitos?;Garantia de entrega dos pacotes e ordenada.
A comutação de pacotes usa quais modelos e tópicos na página wiki?;Template:Citation, Template:Use American English
Como a comutação de pacotes pode ser implementada?;Com ligação (circuito virtual) ou sem ligação (datagrama)
O que Sharla Boehm faz na disciplina de Packet switching?;Sharla Boehm atua na disciplina de Packet switching
Como a comutação de pacotes é classificada?;Software, Medium106254669, Network103820728, Thing, PhysicalEntity100001930
