pergunta;resposta
Qual foi a data da revogação do Édito de Nantes?;18 de outubro de 1685
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?;Cerca de 300 000
Qual era a denominação religiosa predominante entre os huguenotes?;Calvinistas
Quais regiões francesas tinham huguenotes majoritariamente alemães luteranos?;Alsácia, Moselle e Montbéliard
Qual foi o principal fator que levou aos emigrantes huguenotes deixarem a França?;Perseguições contra as comunidades protestantes sob Luís XIV
Qual local em Nova York foi nomeado em homenagem aos huguenotes?;Huguenot, Orange County, New York
Qual é o nome da igreja a que os huguenotes estavam majoritariamente associados?;Igreja Reformada
Qual monarca francês está associado às perseguências contra os huguenotes?;Luís XIV
Qual é o nome do edital que protegia os huguenotes antes de sua revogação?;Édito de Nantes
Qual grupo étnico-religioso está relacionado aos huguenotes segundo os fatos apresentados?;Scotch-Irish Americans
