pergunta;resposta
Qual foi o primeiro assentamento europeu estabelecido na área que hoje é conhecida como Victoria?;1803 na Baía de Sullivan
Em que ano a colônia de Victoria se tornou oficialmente estabelecida após a separação da Colônia de Nova Gales do Sul?;1851
Qual foi o papel de Melbourne na Federação Australiana em 1901?;Melbourne era a maior cidade e o principal centro financeiro da Australásia.
Quantas cadeiras Victoria possui na Câmara dos Representantes da Austrália?;38
Qual é o partido político que governa a Vitória desde 2014 e quem é o primeiro-ministro?;Partido Trabalhista, liderado por Daniel Andrews.
Quem atualmente ocupa o cargo de Governadora de Victoria?;Linda Dessau
Qual é a temperatura mais baixa registrada em fevereiro em Victoria e qual foi essa medição?;-3.9°C
Que evento esportivo significativo o Melbourne Cricket Ground hospedou em 1956?;Os Jogos Olímpicos de Verão de 1956.
Qual Grand Slam de tênis é realizado anualmente no Melbourne Park desde 1988?;Australian Open
Quais são as duas principais ligas esportivas que o Melbourne Cricket Ground hospeda regularmente?;Grand Final da Liga Australiana de Futebol (AFL) e partidas importantes do críquete australiano.
