pergunta;resposta
Quem cunhou o termo 'sistema imunitário'?;Ilya Ilyich Mechnikov
Qual a principal função do sistema imunitário?;Proteger o organismo contra doenças.
O que é a imunidade adquirida?;A capacidade do organismo de criar memória imunológica após uma resposta inicial a um agente específico.
O que acontece em casos de imunodeficiência?;A atividade do sistema imunitário é inferior ao normal, levando a infecções recorrentes.
O que é a autoimunidade?;Um ataque do sistema imunitário ao próprio tecido normal do corpo.
Qual área científica estuda o sistema imunitário?;A imunologia.
Além dos humanos, quais outros organismos possuem mecanismos imunitários?;Plantas e insetos.
Qual o papel da fagocitose no sistema imunitário?;É um dos mecanismos imunitários básicos presentes em eucariotas.
O que são as defensinas?;Peptídeos antimicrobianos que fazem parte dos mecanismos imunitários básicos.
Qual a importância da vacinação?;É baseada no processo de imunidade adquirida, preparando o organismo para combater agentes patogénicos.
