pergunta;resposta
Qual é o nome chinês da dinastia Yuan?;"Dà Yuán;"
Quando Kublai Khan declarou formalmente a dinastia Yuan?;1271
Qual foi a capital da dinastia Yuan?;Shangdu
Quando foi estabelecido o Haihui Temple (Xiangtan) durante a dinastia Yuan?;N/A
Qual foi a moeda utilizada pela dinastia Yuan?;Cash (Chinese coin)
Quando Chen Yuanjing morreu durante a dinastia Yuan?;N/A
Quem liderou o clã mongol Borjigin?;Kublai Khan
Qual dinastia veio antes da Yuan na China?;inastia Song
Em que ano terminou a dinastia Yuan?;1368
Quando ocorreu a Batalha de Ngasaunggyan durante a dinastia Yuan?;N/A
Qual dinastia veio depois da Yuan na China?;inastia Ming
