pergunta;resposta
De onde originaram os normandos?;Dos vikings que se estabeleceram na França
Qual foi o nome do duque normando que conquistou a Inglaterra em 1066?;Guilherme, o Conquistador
Quem foi Robert Curvoaz?;O filho de Guilherme, o Conquistador
Qual foi a capital do Ducado da Normandia?;Rouen
Quem fundou a cidade de Palermo na Sicília?;Os normandos
Qual foi o impacto dos normandos na administração pública?;Início do uso da burocracia
O que os normandos introduziram em termos culturais?;Influências arquitetônicas românico-normandas
Quem foi Enrico II da Sicília?;Neto de Guilherme, o Conquistador
Qual é um exemplo notável de arquitetura normanda?;A Catedral de Chartres
Qual foi a importância da Normandia na Idade Média?;Influenciou a Europa na administração e cultura
