pergunta;resposta
Quem fundou a Dinastia Yuan?;Kublai Khan
A Dinastia Yuan foi qual número na sequência das dinastias chinesas?;Segunda da série de dinastias mongóis, sendo a primeira a governar toda a China
Em que ano a Dinastia Yuan começou?;1271
Qual foi o último imperador da Dinastia Yuan?;Toghon Temür
Quando terminou a Dinastia Yuan?;1368
A capital da Dinastia Yuan era conhecida como?;Pequim, também chamada de Dadu
Quais foram algumas das conquistas notáveis da administração da Dinastia Yuan?;Desenvolvimento da infraestrutura, promoção do comércio internacional através da Rota da Seda e expansão cultural
Qual era a religião predominante entre os governantes da Dinastia Yuan?;Taoismo e Budismo
Quais povos ou grupos étnicos eram comuns na burocracia da Dinastia Yuan?;Mongóis, Han chineses, Hui (muçulmanos), e outros grupos não-han
Qual foi um impacto significativo da administração mongol na sociedade chinesa durante a Dinastia Yuan?;Integração mais ampla de práticas culturais e trocas comerciais entre o Oriente e Ocidente
