pergunta;resposta
Qual é a formação acadêmica necessária para se tornar um farmacêutico?;Doctor of Pharmacy, Master of Pharmacy, Bachelor of Pharmacy, Diploma in Pharmacy.
Qual é o ID Mesh associado à Farmácia?;D010604.
"Qual é a origem etimológica do nome ""Pharmacy"" em grego?";Pharmakon.
Quais produtos são vendidos em uma farmácia?;Ingredientes para medicamentos, tabaco e medicamentos patenteados.
Qual é o significado do símbolo Rx na farmácia?;Representa prescrição médica.
Que tipo de profissionais são farmacêuticos?;Profissionais de saúde.
Quais tipos de resultados para a saúde os farmacêuticos buscam com seus pacientes?;Melhores resultados de saúde.
Para que tipo de tratamento os farmacêuticos são importantes?;Otimização de um tratamento medicamentoso para um indivíduo.
Que outro papel desempenham muitos farmacêuticos?;Proprietários de pequenas empresas.
Que tipos de preparação os farmacêuticos têm?;Educação e treinamento especializados.
