pergunta;resposta
Quais países compartilham a região da Amazônia?;Nove países: Brasil, Peru, Colômbia, Venezuela, Equador, Bolívia, Guiana, Suriname e o departamento francês da Guiana.
Quantos estados ou departamentos têm 'Amazonas' em seus nomes?;Quatro países: Brasil, Colômbia, Equador e Venezuela possuem regiões chamadas Amazonas.
Qual é o nome da floresta amazônica em português?;Floresta Amazônica.
Que porcentagem das florestas tropicais do mundo a Amazônia representa?;Mais de metade.
Quantas espécies vivem na Amazônia?;10% das espécies do planeta, incluindo jaguatirica e arara-vermelha.
Qual a área total coberta pela Amazônia?;Cobre 5.500.000 km².
Quantas pessoas vivem em comunidades indígenas na Amazônia?;Mais de 200.000 pessoas em mais de 400 comunidades.
Que porcentagem de carbono terrestre a Amazônia armazena?;15% do carbono do mundo.
Quais são as principais ameaças à Amazônia?;Desmatamento e mudanças climáticas.
Como a Amazônia afeta o clima global?;Influencia os padrões meteorológicos globais como um regulador climático.
