pergunta;resposta
Qual é o apelido da Floresta Amazônica?;Selva Verde
Em quantos países a Floresta Amazônica se estende?;Nove
Qual é uma das principais ameaças à Floresta Amazônica?;Agricultura de grande porte
Por que os esforços de conservação da Floresta Amazônica são importantes globalmente?;Porque ajudam a mitigar o aquecimento global
Qual rio流经 a Floresta Amazônica?;Rio Amazonas
Quantas espécies de árvores diferentes existem na Floresta Amazônica?;Aproximadamente 16 mil espécies
Qual é o clima da Floresta Amazônica?;Ensolarado, úmido e quente
Nomeie um tipo de animal encontrado na Floresta Amazônica.;Jaguatirica
Quantas toneladas de CO2 a Floresta Amazônica absorve anualmente?;2 bilhões de toneladas
Em qual continente está localizada a Floresta Amazônica?;América do Sul
