pergunta;resposta
Em que ano foi criado o IPCC?;1988
Quais organizações criaram o IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
Qual é o principal objetivo do IPCC?;Sintetizar e divulgar o conhecimento sobre mudanças climáticas, causas, efeitos e soluções
O IPCC produz pesquisas científicas originais?;Não, o IPCC reúne e resume conhecimentos de cientistas independentes
Quantos grandes relatórios o IPCC já produziu?;Cinco
Qual prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Onde está localizada a sede do IPCC?;Genebra, Suíça
Quem é o atual presidente do IPCC?;Hoesung Lee
Quais são as organizações parentes do IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e Organização Meteorológica Mundial (OMM)
Qual é a função principal do IPCC em relação às mudanças climáticas?;Avaliar ciência, impactos e estratégias de mitigação das mudanças climáticas
