pergunta;resposta
Onde os normandos estabeleceram-se no norte da França?;Normandia
Qual idioma era falado pelos normandos?;Old Norman e Old Norse
Quem foi um importante comandante normando na batalha de Soissons em 923?;Normans
Qual castelo foi construído pelos normandos?;Waytemore Castle
Quem é um famoso escritor sobre os normandos?;Lucien Musset
Qual das seguintes batalhas envolveu normandos: Cerami, Northam ou Civitate?;Todas as três
Quem tem origem na etnia normanda?;Richard of Salerno e Alexander of Paris
Qual castelo foi ocupado pelos normandos em Gortlownan Motte?;Gortlownan Motte
Qual religião os normandos seguiam inicialmente e depois adotaram o cristianismo?;Norse paganism
Quem possui estilo arquitetônico normando em St Bride's Church, Llansantffraed?;St Bride's Church, Llansantffraed
