pergunta;resposta
Qual grupo religioso os huguenotes eram?;Calvinistas
Em que continente os huguenotes originalmente se originaram?;Europa
Qual foi um dos principais motivos para a dispersão dos huguenotes pela Europa?;Perseguição religiosa
Em que país os huguenotes estabeleceram uma comunidade significativa na América do Sul?;Brasil
Qual a característica central da teologia huguenote?;Predestinação
Que tipo de influência os huguenotes tiveram na cultura francesa?;Influência na arte e na literatura
Qual o impacto da Revogação de Nantes na comunidade huguenote?;Perseguição e exílio
Em que país os huguenotes desempenharam um papel importante na fundação de cidades?;Estados Unidos
Qual a relação entre os huguenotes e a Reforma Protestante?;Seguidor da Reforma Protestante
Que tipo de práticas sociais os huguenotes frequentemente adotavam para se protegerem?;Organização em companhias e guildas
