pergunta;resposta
Qual foi a contribuição histórica da Universidade de Chicago em relação à energia nuclear?;Desenvolvimento da primeira reação nuclear autossustentável (Chicago Pile-1).
Quais são algumas das escolas profissionais renomadas da Universidade de Chicago?;Escola Booth, Escola Pritzker de Medicina.
Quantos ganhadores do Prêmio Nobel estão associados à Universidade de Chicago?;98 ganhadores do Prêmio Nobel.
Quem é um exemplo notável de aluno da Universidade de Chicago?;Carl Sagan.
Qual é o número total de alunos na Universidade de Chicago?;18452 alunos no total.
Quais laboratórios de pesquisa são administrados pela Universidade de Chicago?;Fermi National Accelerator Laboratory e Argonne National Laboratory.
Qual é a posição da Universidade de Chicago no ranking US News & World Report?;15º lugar.
Onde será abrigado o Centro Presidencial Barack Obama?;Na Universidade de Chicago.
Qual é a alma mater do economista Paul Romer?;University of Chicago.
Quantos alunos de graduação são registrados na Universidade de Chicago?;5971 alunos de graduação.
