pergunta;resposta
O Parlamento Escocês é localizado em qual cidade?;Edimburgo
Qual é o nome do edifício onde se reúne o Parlamento Escocês?;Scottish Parliament Building
Quando foi realizada a última eleição geral para o Parlamento Escocês?;5 de Maio de 2016
Qual é o sistema de votação utilizado no Parlamento Escocês?;Sistema de representação proporcional mista
Quantos membros compostam o Parlamento Escocês?;129 MSPs (Members of the Scottish Parliament)
Qual é a próxima data de eleição para o Parlamento Escocês?;05-07
Qual é a competência exclusiva do Parlamento da Grã-Bretanha mencionada no contexto?;Regular a lei que regula a Câmara dos Comuns
Quando começou a primeira sessão do novo Parlamento Escocês?;12 de maio de 1999
Qual é o equivalente numérico do Parlamento Escocês?;152958644
Qual partido político ocupa um assento na legislatura do Parlamento Escocês?;Scottish Liberal Democrats
