pergunta;resposta
Qual é o deslocamento UTC de Varsóvia?;+2
Qual é o nome do sub-divisão de Varsóvia?;City county
Qual é a temperatura média de Maio em Varsóvia?;14.8
Qual é a temperatura recorde mais alta em Abril em Varsóvia?;30.4
Qual é a temperatura média mais baixa em Dezembro em Varsóvia?;2.7
Qual é o tipo de região que Varsóvia é?;Region
Quais são algumas das imagens que representam Varsóvia?;Filtry Warszawskie, mapa da Cidade Velha, Loja Wedla na rua Szpitalna.
Onde está localizado o cemitério de Zdzisław Peszkowski?;Varsóvia.
Qual é o nome do reservatório localizado em Varsóvia?;Zegrze Reservoir.
Qual é o nome do local de nascimento de Zbigniew Brzezinski?;Varsóvia.
