pergunta;resposta
Quem é considerado o pai da desobediência civil?;Henry David Thoreau
Qual movimento liderado por Martin Luther King Jr. utilizou a desobediência civil?;Movimento pelos Direitos Civis nos Estados Unidos
Em qual país ocorreram protestos contra a corrupção em 2019 que usaram desobediência civil?;Montenegro
Nomeie um grupo ambiental que utiliza desobediência civil.;Insulate Britain
Como Gandhi utilizou a desobediência civil na Índia?;Caminhada do Sal (Dandi March)
Qual foi um evento significativo de desobediência civil na África do Sul?;Movimento contra o apartheid
Identifique um movimento de protesto no Canadá que usou desobediência civil.;Occupy Canada
Qual organização foca em resistência não violenta e está ligada à desobediência civil?;Ruckus Society
Qual é o termo para recusar obedecer a certas leis de maneira pacífica?;Desobediência Civil
Como Thoreau influenciou o conceito de desobediência civil?;Com seu ensaio 'Sobre a Desobediência Civil
