pergunta;resposta
Quando foi fundada a dinastia Yuan?;1271
Qual era a capital da dinastia Yuan?;Shangdu
Quem foi o fundador da dinastia Yuan?;Kublai Khan
Qual foi o nome oficial da dinastia Yuan?;Great Yuan
Qual dinastia foi predecessora da dinastia Yuan?;Song dynasty
Qual foi o último ano da dinastia Yuan?;1368
Quais religiões eram praticadas durante a dinastia Yuan?;Budismo, Mongolismo Tengris, Taoísmo, Confucionismo, religião popular chinesa
Qual batalha foi envolvida na dinastia Yuan?;Battle of Yamen
Qual dinastia sucedeu a dinastia Yuan?;Ming dynasty
Qual foi a moeda utilizada pela dinastia Yuan?;Cash (Chinese coin)
