pergunta;resposta
Onde estava em grande parte a população huguenote da França?;as partes sul e central da França,
Qual foi a religião predominantemente praticada pelos Huguenotes?;o calvinismo
Que evento marcou o início das perseguições contra os Huguenotes?;a revogação do Édito de Nantes em 1685
Quem foi o monarca responsável pela revogação do Édito de Nantes?;Luís XIV
Qual foi a consequência principal da revogação do Édito de Nantes para os Huguenotes?;a expulsão de cerca de 300 mil huguenotes e a proibição da prática do culto protestante
Que região era o centro do movimento calvinista entre os Huguenotes?;a Suíça, com Genebra como principal cidade
Qual conspiração teve como objetivo depor um nobre franco?;a conspiração de Amboise, liderada por François Dubois e Jacques Clément
Que cidade foi o local da expulsão de uma grande quantidade de Huguenotes?;La Rochelle
Que termo foi usado para designar os perseguidos religiosamente na França durante as Guerras Religiosas?;huguenotes
Qual foi a proporção dos Huguenotes em relação aos católicos no auge das perseguições?;cerca de um oitavo do número
