pergunta;resposta
Qual é a função principal da desobediência civil?;A desobediência civil tem como função principal protestar contra medidas legais consideradas injustas.
Em que contexto histórico é mais comum o uso de desobediência civil?;O uso de desobediência civil é mais comum em contextos históricos que envolvem demandas por justiça social e questões ambientais.
Qual princípio legal pode ser violado pela prática da desobediência civil?;O princípio legal frequentemente violado pela desobediência civil é a autoridade judicial ou administrativa.
Quem normalmente participa de uma ação de desobediência civil?;As ações de desobediência civil são frequentemente lideradas por indivíduos ou grupos que buscam resolução de conflitos justificada.
Como a desobediência civil pode ser usada em uma luta contra discriminação racial?;A desobediência civil pode ser usada como um meio legítimo para protestar contra discriminatórias leis ou políticas.
Por que a desobediência civil é considerada uma atitude contestatória no direito?;A desobediência civil é considerada uma atitude contestatória porque os indivíduos ou grupos buscam alterar leis ou práticas consideradas injustas através de métodos que respeitam a legalidade.
Em qual contexto histórico, particularmente no Brasil, a desobediência civil ganhou relevância?;A desobediência civil ganhou grande relevância, especialmente durante as lutas pela desterritorialização e emancipação na luta antiimigrante no Brasil.
Quais são os principais riscos associados à prática da desobediência civil?;Principais riscos incluem sanções legais, perda de direitos civis e possíveis problemas de integridade.
Como a desobediência civil pode ser usada para promover mudanças sociais?;A desobediência civil promove mudanças sociais através de pressão sobre as autoridades, levando à revisão ou revogação de leis consideradas injustas.
Em qual contexto a desobediência civil pode ser vista como uma resposta alternativa ao litigio?;A desobediência civil é vista como uma resposta alternativa quando os indivíduos ou grupos acham que as leis ou políticas legais não representam justiça.
