pergunta;resposta
Qual o princípio fundamental que permite o funcionamento de máquinas térmicas, incluindo motores a vapor?;A conversão de calor em trabalho.
Qual o fluido de trabalho primário utilizado em motores a vapor?;Água sob alta pressão e alta temperatura.
Em que consiste o ciclo Rankine, essencial para o funcionamento de motores a vapor?;Um ciclo termodinâmico que envolve a vaporização, expansão e condensação da água.
Qual a principal característica do motor atmosférico inventado por Newcomen?;Utilizava o vapor para criar um vácuo e levantar um pistão.
Qual o efeito da expansão do vapor no funcionamento de uma turbina a vapor?;Gera diminuição na temperatura e energia interna, que se manifesta como energia mecânica.
Além da energia geotérmica e nuclear, qual outra fonte de calor significativa não depende de combustão?;Solar.
Qual a importância da condensação no ciclo Rankine?;Permite a recuperação do calor da água condensada para ser reutilizado no ciclo.
Em que tipo de motores o ciclo Rankine é comumente aplicado?;Motores a vapor.
Qual o processo que transforma a energia térmica do vapor em energia mecânica em uma turbina a vapor?;Expansão do vapor através de um êmbolo ou rotor.
Qual o papel da pressão do vapor no funcionamento de um motor a vapor?;É a força motriz que impulsiona o movimento do pistão ou rotor.
