pergunta;resposta
Qual foi o impacto mais significativo do embargo petrolífero de 1973 em termos de preço?;$12 por barril no mundo inteiro, com preços nos EUA ainda maiores
Quais foram as principais vítimas do embargo petrolífero de 1973?;"Canadá, Japão, Holanda, Reino Unido e Estados Unidos; mais tarde Portugal, Rodésia e África do Sul"
Quais foram os principais motivos para o embargo petrolífero de 1973?;Nações que apoiavam Israel durante a Guerra do Yom Kippur
Em qual mês o embargo petrolífero de 1973 foi declarado oficialmente?;Outubro de 1973
Qual foi a principal consequência econômica do embargo petrolífero de 1973?;Crise ou 'choque' de petróleo com efeitos em todo o mundo, incluindo na economia global
Quais foram os principais fatores que contribuíram para a crise petrolífera de 1973?;O apoyo do Canadá, Japão e outros países alinhados com Israel durante a Guerra do Yom Kippur
Qual foi o ponto alto da crise petrolífera de 1973 em termos de preço?;$12 por barril no mundo inteiro
Como se chama o evento do qual a crise petrolífera de 1973 é frequentemente referida?;O 'primeiro choque do petróleo
Qual foi o principal objetivo político do embargo petrolífero de 1973?;Protestar contra a linha política dos países que apoiavam Israel durante a Guerra do Yom Kippur
O que aconteceu com os preços do petróleo após o fim do embargo petrolífero de 1973?;Subiram para cerca de $12 por barril no mundo inteiro e mais altos nos EUA
