pergunta;resposta
De acordo com o texto, qual é a principal definição de imperialismo?;Um território geográfico extenso, não necessariamente contíguo, governado por um soberano ou oligarquia.
Qual o papel central do 'centro' em uma estrutura imperial, conforme descrito no texto?;Exercer controle político sobre as periferias.
Qual a origem da palavra 'imperialismo'?;latina
O texto sugere que o imperialismo é frequentemente criado por qual método?;conquista
Qual característica define uma estrutura imperial, de acordo com o texto?;composição de múltiplos territórios e povos.
Qual o papel do 'centro' em um império, de acordo com o texto?;exercer controle político sobre as periferias.
O texto indica que o imperialismo pode ser categorizado de que forma?;formal
De que forma o imperialismo se manifesta em termos de administração?;força militar
Qual a principal característica do modelo de imperialismo formal?;domínio colonial ou ocupação física de um território.
O que o texto sugere que o imperialismo promove?;disseminação de tecnologias e ideias.
