pergunta;resposta
Quem foi o primeiro a usar o termo 'geologia'?;Jean-André Deluc
Quando a teoria da tectônica de placas foi introduzida na geologia?;A década de 1960
Qual é o tipo principal de rock que inclui crosta e parte superior do manto superior da Terra?;litosfera
O que pode ser usado para localizar recursos naturais como petróleo e carvão?;geólogos
Quem são alguns dos geólogos mencionados na lista?;James E. Gill, James Orton, James Dwight Dana, William Maclure, Sven Gavelin
Qual é a disciplina que estuda outros corpos do sistema solar?;astrogeologia
Como geólogos podem ajudar na localização de recursos naturais?;encontrando e gerenciando os petróleo, carvão, metais como o ouro, cobre, ferro e urânio
Qual é a disciplina que estuda a História Natural da Bulgária?;Historia naturalis bulgarica
Onde pode ser encontrado o modelo de página wiki Template:Multiple image na geologia?;Estudios Geológicos e Underland (book)
Qual é a disciplina que estuda vertebrados e seus ancestrais no passado?;Vertebrate Palaeontology
