pergunta;resposta
Quem fundou a dinastia Yuan?;Kublai Khan
Qual é o nome chinês da dinastia Yuan?;Yuán cháo
Em que ano Kublai Khan proclamou oficialmente a dinastia Yuan?;1271
Qual era o título do líder da dinastia Yuan?;Khagan-Emperor
Onde ficava a capital do Império Mongol durante a dinastia Yuan?;Khanbaliq (atual Beijing)
Qual era o sistema monetário usado na dinastia Yuan?;Nota de papel
Quais foram as principais religiões praticadas durante a dinastia Yuan?;Budismo, Mongol Tengrism/Chinese Heaven worship, Xamanismo, Taoísmo, Confucionismo, Religião Popular Chinesa, Cristianismo Nestoriano Chinês, Catolicismo Romano, Judaísmo, Maniqueísmo Chinês, Islã
Quando a dinastia Yuan acabou?;1368
Qual era o nome do último imperador da dinastia Yuan?;Toghon Temür
Quais impérios ou reinos foram conquistados pela dinastia Yuan?;Reino Song, Reino Goryeo, Império Mongol e Tibet (restos)
