pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Quanto da crosta terrestre é composto por oxigênio?;quase metade.
Qual é a posição do oxigênio em termos de abundância no universo?;terceiro.
Por que o oxigênio é essencial para a vida na Terra?;É fundamental para a respiração celular e forma moléculas orgânicas.
Quais organismos são responsáveis pela produção de oxigênio através da fotossíntese?;Plantas e outros organismos fotoautotróficos.
Quantos átomos formam uma molécula de O2?;dois átomos.
Qual cientista é creditado pela descoberta do oxigênio?;Joseph Priestley.
Quais são algumas aplicações industriais do oxigênio?;Produção de aço, soldadura e propelentes para foguetes.
Qual é o efeito da exposição prolongada a altos níveis de oxigênio?;Toxicidade do oxigênio pode ocorrer.
Onde é encontrada a camada de ozônio e qual sua função?;Na estratosfera, protege da radiação ultravioleta.
