pergunta;resposta
Quais nações compartilham o território da floresta amazônica?;Bolívia, Brasil, Colômbia, Equador, Guiana, Peru, Suriname, Venezuela e Guiana Francesa.
Qual a área total aproximada coberta pela floresta amazônica?;5.500.000 quilômetros quadrados (2.100.000 milhas quadradas).
Qual a importância da floresta amazônica para o planeta?;A floresta amazônica representa mais da metade das florestas tropicais remanescentes do planeta.
Qual o nome alternativo usado para a floresta amazônica em inglês?;Amazônia.
Quantas espécies de árvores aproximadamente podem ser encontradas na floresta amazônica?;16.000.
Qual país abriga a maior parte da floresta amazônica?;Brasil.
Quais são alguns dos animais que podem ser encontrados na floresta amazônica?;Jaguar, macaco-aranha, arara, boto-cor-de-rosa, preguiça, entre outros.
Quais são os principais rios que atravessam a floresta amazônica?;Rio Amazonas, Rio Negro, Rio Solimões, Rio Japurá, Rio Purus.
Qual a importância da floresta amazônica para o clima global?;A floresta amazônica desempenha um papel crucial na regulação do clima global, absorvendo dióxido de carbono e liberando oxigênio.
Qual a relação entre a floresta amazônica e a biodiversidade?;A floresta amazônica é um dos ecossistemas mais biodiversos do planeta, abrigando uma vasta variedade de espécies de plantas, animais e microrganismos.
