pergunta;resposta
Qual conflito desencadeou a crise petrolífera de 1973?;Guerra do Yom Kippur
Qual organização impôs o embargo ao petróleo durante a crise de 1973?;OPEP (Organização dos Países Exportadores de Petróleo)
Quais países estiveram envolvidos no embargo imposto pela OPEP em 1973?;Estados Unidos, Japão e Alemanha Ocidental
Qual foi a consequência direta do aumento dos preços do petróleo para os países importadores?;Racionamento de gasolina e filas longas em postos de combustível
O preço do petróleo quadruplicou durante a crise. Qual foi o impacto sobre os países enriquecidos?;Cresceu a desigualdade econômica entre exportadores e importadores de petróleo
Qual foi uma consequência da crise petrolífera para os países produtores de petróleo?;Aumentou o investimento em infraestrutura e educação
Qual setor foi profundamente afetado pela escassez de petróleo?;Setor de transporte
O que fez os países importadores investirem mais após a crise?;Exploração de fontes alternativas de energia
Qual medida foi adotada para reduzir o consumo de petróleo?;Redução da velocidade máxima permitida em rodovias
O que ocorreu com a demanda por petróleo após a crise de 1973?;Diminuição, consequência do incentivo à energia alternativa
