pergunta;resposta
Em qual ano o Parlamento da Escócia foi restaurado?;1999
Quantos membros eleitos compõem o Parlamento da Escócia?;185
Quais áreas são legislativas responsabilidade do Parlamento da Escócia?;Saúde, educação e Justiça Criminal
Qual é a idade mínima para votar nas eleições para o Parlamento da Escócia?;16 anos
Em qual cidade está localizado o Parlamento da Escócia?;Edimburgo
Qual é a função do SNP no contexto político escocês?;Partido Nacionalista Escocês, visa a independência
Quais são os principais partidos representados no Parlamento da Escócia em 2021?;SNP, Partido Trabalhista e Conservadores
Onde está localizado o edifício do Parlamento de Holyrood?;Edimburgo
Qual é a jurisdição do Governo Central Britânico em relação à Escócia?;Defesa e impostos
Quanto tempo dura o mandato dos membros eleitos do Parlamento da Escócia?;4 anos ou menos em caso de dissolução
