pergunta;resposta
Qual é o objetivo principal da União Europeia?;Promover a paz, seus valores e o bem-estar de seus povos
Quais são as instituições políticas, sociais e econômicas da UE que transcendem os Estados-nação?;Instituições políticas, sociais e econômicas
De acordo com o Tribunal de Justiça da União Europeia, qual é a natureza do sistema jurídico da UE?;Representa uma nova ordem jurídica de direito internacional
Qual é o tópico principal do Common Market Law Review?;Law of the European Union
Quais são as disciplinas nas quais John Bell (legal scholar) atua?;Law of the European Union
Henry G. Schermers é uma subdisciplina de qual área do direito?;Law of the European Union
Qual modelo de página wiki é utilizado pela Law of the European Union?;Template:R from word rearrangement, Template:Redirect category shell e Template:R from move
Quando foi fundada a Comunidade Europeia do Carvão e do Aço?;Após a Segunda Guerra Mundial
Qual é o modelo de página wiki utilizado pela Law of the European Union para redirecionar categorias?;Template:Redirect category shell
Quais são as áreas em que John Bell (legal scholar) atua?;Law of the European Union
