pergunta;resposta
Quem descobriu o oxigénio?;Carl Wilhelm Scheele e Joseph Priestley, mas Joseph Priestley é mais creditado.
Qual a porcentagem de oxigénio na atmosfera terrestre?;20,8%.
Qual o símbolo e número atómico do oxigénio?;Símbolo O, número atómico 8.
Qual a função do oxigénio na atmosfera?;Suporta a vida, parte da camada de ozono.
Quais são as principais aplicações do oxigénio?;Respiração, uso industrial e médico.
Qual a importância do oxigénio na formação de óxidos?;Forma compostos com a maioria dos elementos.
Qual o impacto do oxigénio no ambiente?;Níveis em declínio devido à queima de combustíveis fósseis.
Como o oxigénio contribui para a biosfera?;Componente da água e moléculas orgânicas.
Qual o contexto histórico do descobrimento do oxigénio?;Lavoisier desacreditou a teoria do flogisto.
Quais são as propriedades físicas do oxigénio?;Incolor, inodoro, pouco solúvel em água.
