pergunta;resposta
Quando a British Satellite Broadcasting (BSB) foi estabelecida?;1986
Qual filme foi produzido pela British Satellite Broadcasting?;Hardware
Em que ano a BSB iniciou suas transmissões?;1990
Qual canal de TV era propriedade da British Satellite Broadcasting?;Galaxy, Now, The Computer Channel e The Power Station
Em que data a BSB foi incorporada para formar a British Sky Broadcasting (BSkyB)?;novembro de 1990
Qual empresa adquiriu a British Satellite Broadcasting?;Sky Television
Em que local estava sediada a British Satellite Broadcasting?;Londres, Reino Unido, especificamente no Marco Polo House
Qual canal de cinema foi produzido pela British Satellite Broadcasting?;The Movie Channel
Quais outras empresas foram adquiridas ou fusões da British Satellite Broadcasting?;BSkyB (mergulhada com Sky Television para formar BSkyB)
Em que ano a British Satellite Broadcasting foi desativada?;1990
