pergunta;resposta
Qual é o comprimento do Rio Reno?;1.233 km.
Em quais países o Rio Reno flui?;Áustria, Suíça, Alemanha, França, Bélgica e Países Baixos.
Onde o Rio Reno desemboca?;No Mar do Norte, nos Países Baixos.
Qual é a elevação da foz do Rio Reno?;0,0 metros.
De onde o Rio Reno nasce?;No Rio Hinterrhein, na Suíça.
Quais são os tipos de subdivisão do Rio Reno?;Países e a Bacia do Reno.
Qual é o template usado na página do Rio Reno na Wikipédia?;Template:Infobox_river.
Qual é a coordenada geográfica do Rio Reno?;POINT(8.6722221374512 46.632499694824).
Quais são as categorias associadas ao Rio Reno?;Rios da Alemanha, Países Baixos, França, Suíça, etc.
"O que é o ""Rhein Basin""?";Uma subdivisão do Rio Reno, referindo-se à sua bacia hidrográfica.
