pergunta;resposta
Quem cunhou o termo 'sistema imunitário'?;Ilya Ilyich Mechnikov
Qual a principal função do sistema imunitário?;Proteger o organismo contra doenças.
O que acontece quando o sistema imunitário ataca o próprio tecido do corpo?;Isso resulta em autoimunidade, como artrite reumatoide ou diabetes tipo 1.
Qual o nome do processo pelo qual o sistema imunitário cria memória para responder de forma mais eficaz a novos ataques?;Imunidade adquirida
A imunodeficiência é caracterizada por qual condição?;Atividade do sistema imunitário inferior ao normal.
A fagocitose é um mecanismo de defesa presente em quais organismos?;Desde organismos unicelulares até eucariotas complexos.
Qual área científica estuda todos os aspectos do sistema imunitário?;Imunologia
Qual o nome das enzimas que protegem organismos unicelulares de infecções por bacteriófagos?;Enzimas do sistema imunitário rudimentar
A vacinação é baseada em qual processo do sistema imunitário?;Imunidade adquirida
O que são defensinas?;Peptídeos antimicrobianos.
