pergunta;resposta
Quem cunhou o termo sistema imunitário?;Ilya Ilyich Mechnikov
Em que ano foi cunhado o termo sistema imunitário?;1882
Qual é a base científica da vacinação?;a imunidade adquirida
Quais são os agentes que o sistema imunitário detecta e neutraliza?;patogênicos, desde vírus a parasitas
Qual doença pode ser causada pela ativação excessiva do sistema imunológico, fazendo-o atacar tecidos normais como se fossem agentes externos?;autoimunidade
O que acontece quando a atividade do sistema imunitário é inferior ao normal?;imunodeficiência
Qual célula faz parte do sistema imunológico e atua como uma defesa inicial contra patógenos?;granulocyte
O que são os peptídeos antimicrobianos designados por defensinas?;um mecanismo imunitário básico presente em eucariotos
Qual é uma imagem representativa do sistema imunológico mencionada no contexto?;SEM blood cells.jpg
Quem é conhecido por suas contribuições na área de sistema imunológico além de César Milstein?;Lajos Kemény
