pergunta;resposta
Qual é o nome da praga que causou um grande número de mortes na Europa durante a Idade Média?;Peste Negra
A Peste Negra foi responsável por reduzir significativamente a população em quais regiões do mundo?;Europa
Qual período histórico é associado à pandemia da Peste Negra?;Idade Média
Como era chamada a doença que resultou em uma das maiores catástrofes demográficas na história da Europa?;Peste Negra
A Peste Negra é um exemplo de qual tipo de evento histórico?;pandemia
Qual foi o impacto principal da Peste Negra na Europa medieval?;Redução significativa da população
A Peste Negra é conhecida por ter afetado predominantemente quais continentes?;Europa
Qual era a natureza da doença que causou a Peste Negra?;Praga bacteriana
Em qual século ocorreu o grande surto da Peste Negra na Europa?;Século XIV
Qual era uma das consequências sociais e econômicas da Peste Negra?;Desestabilização de estruturas sociais e econômicas na Europa medieval
