pergunta;resposta
Qual o nome da instituição de ensino mencionada no contexto?;Universidade_de_Chicago
O contexto se refere a uma instituição de ensino superior?;Sim
Qual a natureza da informação fornecida sobre a instituição?;Uma identificação
A informação fornecida detalha a localização da Universidade_de_Chicago?;Não
O contexto fornece informações sobre a reputação da Universidade_de_Chicago?;Não
A informação apresentada indica se a Universidade_de_Chicago é pública ou privada?;Não
O contexto é uma descrição concisa de qual entidade?;Uma instituição de ensino
A informação é suficiente para determinar o número de alunos matriculados na Universidade_de_Chicago?;Não
Qual é o foco principal do conteúdo fornecido?;Identificar a Universidade_de_Chicago
A informação fornecida pode ser considerada um título ou uma descrição?;Uma identificação
