pergunta;resposta
Qual é o nome do sistema que protege o corpo contra patógenos?;Sistema imunitário
O sistema imunológico é composto por várias células. Qual dessas células produz anticorpos?;Células B
Qual tipo de resposta do sistema imunitário envolve a produção de anticorpos?;Resposta humoral
Quais são as células responsáveis por matar diretamente as células infectadas pelo vírus?;Células assassinas naturais
Qual parte do sistema imunitário é responsável pela memória imunológica?;Linfócitos T e B
O que são anticorpos?;Proteínas produzidas por células B para neutralizar patógenos.
Qual órgão do sistema imunológico é o maior depósito de linfócitos no corpo humano?;Baço
O que são macrófagos?;Células especializadas em engolir e decompor patógenos.
Qual tipo de resposta do sistema imunitário envolve as células T?;Resposta celular
Quais são os glóbulos brancos que atuam como a primeira linha de defesa contra infecções?;Neutrófilos
