pergunta;resposta
Qual foi um dos principais teatros da Guerra Franco-Indígena, considerando sua relação com a Guerra dos Sete Anos?;A Guerra Franco-Indígena foi um dos teatros da Guerra dos Sete Anos.
Quais grupos nativos americanos se aliaram aos franceses durante a Guerra Franco-Indígena?;Os algonquinos e os hurões se aliaram com os franceses.
Qual fator transformou a luta local da Guerra Franco-Indígena em um conflito mais amplo?;A eclosão da Guerra dos Sete Anos na Europa transformou a luta local.
Qual figura política assumiu o poder na Grã-Bretanha em julho de 1757 e liderou a guerra com habilidade?;Pitt, o Velho, subiu ao poder na Grã-Bretanha.
Em que ano Louisbourg caiu em poder britânico?;Louisbourg caiu em 1758.
Qual foi a consequência da ocupação da ilha de Minorca pelos franceses?;Provocou o bloqueio inglês às costas da França em Toulon e Brest.
Qual evento marcou o fim das possessões francesas no Canadá?;A ocupação de Montreal, em 1760.
Qual foi um dos resultados da entrada da Espanha na guerra em 1761?;Pitt renunciou.
Qual a relação entre a Guerra Franco-Indígena e a Guerra dos Sete Anos?;A Guerra Franco-Indígena foi um dos teatros da Guerra dos Sete Anos.
Quais grupos nativos americanos se alinharam com os britânicos durante a Guerra Franco-Indígena?;Os iroqueses se aliaram com os britânicos.
